0	800	100000	100000	100000	1000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
800	0	1100	100000	100000	950	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
100000	1100	0	250	1000	100000	1000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
100000	100000	250	0	800	100000	850	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
100000	100000	1000	800	0	100000	100000	1200	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
1000	950	100000	100000	100000	0	1000	100000	1200	100000	1500	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
100000	100000	1000	850	100000	1000	0	1150	1000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
100000	100000	100000	100000	1200	100000	1150	0	100000	900	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
100000	100000	100000	100000	100000	1200	1000	100000	0	1000	1400	1000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
100000	100000	100000	100000	100000	100000	100000	900	1000	0	100000	100000	950	850	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
100000	100000	100000	100000	100000	1500	100000	100000	1400	100000	0	900	100000	100000	1300	100000	100000	100000	1500	100000	100000	100000	100000	100000
100000	100000	100000	100000	100000	100000	100000	100000	1000	100000	900	0	900	100000	100000	1000	100000	100000	100000	100000	100000	100000	100000	100000
100000	100000	100000	100000	100000	100000	100000	100000	100000	950	100000	900	0	650	100000	100000	1100	100000	100000	100000	100000	100000	100000	100000
100000	100000	100000	100000	100000	100000	100000	100000	100000	850	100000	100000	650	0	100000	100000	100000	1200	100000	100000	100000	100000	100000	100000
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	1300	100000	100000	100000	0	600	100000	100000	100000	1300	100000	100000	100000	100000
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	1000	100000	100000	600	0	1000	100000	100000	100000	1000	800	100000	100000
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	1100	100000	100000	1000	0	800	100000	100000	100000	850	1000	100000
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	1200	100000	100000	800	0	100000	100000	100000	100000	100000	900
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	1500	100000	100000	100000	100000	100000	100000	100000	0	1200	100000	100000	100000	100000
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	1300	100000	100000	100000	1200	0	700	100000	100000	100000
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	1000	100000	100000	100000	700	0	300	100000	100000
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	800	850	100000	100000	100000	300	0	600	100000
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	1000	100000	100000	100000	100000	600	0	900
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	900	100000	100000	100000	100000	900	0
